Date;Antenna;Data;Time (secs)
Wed Aug 27 14:31:51 2008; TP Ant 1;90677.15625;406
Wed Aug 27 14:31:52 2008; TP Ant 1;90975.61719;407
Wed Aug 27 14:31:53 2008; TP Ant 1;91506.5625;408
Wed Aug 27 14:31:54 2008; TP Ant 1;91035.9375;409
Wed Aug 27 14:31:55 2008; TP Ant 1;91375.0625;410
Wed Aug 27 14:31:56 2008; TP Ant 1;91759.1875;411
Wed Aug 27 14:31:57 2008; TP Ant 1;91069.89844;412
Wed Aug 27 14:31:58 2008; TP Ant 1;91100.03125;413
Wed Aug 27 14:31:59 2008; TP Ant 1;91377.63281;414
Wed Aug 27 14:32:00 2008; TP Ant 1;91118.96875;415
Wed Aug 27 14:32:01 2008; TP Ant 1;91081.07813;416
Wed Aug 27 14:32:02 2008; TP Ant 1;90708.77344;417
Wed Aug 27 14:32:03 2008; TP Ant 1;91029.26563;418
Wed Aug 27 14:32:04 2008; TP Ant 1;90720.57813;419
Wed Aug 27 14:32:05 2008; TP Ant 1;90676.26563;420
Wed Aug 27 14:32:06 2008; TP Ant 1;91389.09375;421
Wed Aug 27 14:32:07 2008; TP Ant 1;90925.78906;422
Wed Aug 27 14:32:08 2008; TP Ant 1;91570.51563;423
Wed Aug 27 14:32:09 2008; TP Ant 1;91338.64063;424
Wed Aug 27 14:32:10 2008; TP Ant 1;91240.71875;425
Wed Aug 27 14:32:11 2008; TP Ant 1;90596.77344;426
Wed Aug 27 14:32:12 2008; TP Ant 1;91269.00781;427
Wed Aug 27 14:32:13 2008; TP Ant 1;90884.01563;428
Wed Aug 27 14:32:14 2008; TP Ant 1;90503.51563;429
Wed Aug 27 14:32:15 2008; TP Ant 1;90685.30469;430
Wed Aug 27 14:32:16 2008; TP Ant 1;90430.24219;431
Wed Aug 27 14:32:17 2008; TP Ant 1;89907.92969;432
Wed Aug 27 14:32:18 2008; TP Ant 1;90470.5625;433
Wed Aug 27 14:32:19 2008; TP Ant 1;90231.90625;434
Wed Aug 27 14:32:20 2008; TP Ant 1;90251.9375;435
Wed Aug 27 14:32:21 2008; TP Ant 1;89751.35938;436
Wed Aug 27 14:32:22 2008; TP Ant 1;89875.45313;437
Wed Aug 27 14:32:23 2008; TP Ant 1;89878.3125;438
Wed Aug 27 14:32:24 2008; TP Ant 1;89893.65625;439
Wed Aug 27 14:32:25 2008; TP Ant 1;89819.95313;440
Wed Aug 27 14:32:26 2008; TP Ant 1;89885.3125;441
Wed Aug 27 14:32:27 2008; TP Ant 1;90147.42969;442
Wed Aug 27 14:32:28 2008; TP Ant 1;90415.32813;443
Wed Aug 27 14:32:29 2008; TP Ant 1;90406.95313;444
Wed Aug 27 14:32:30 2008; TP Ant 1;90575.60938;445
Wed Aug 27 14:32:31 2008; TP Ant 1;90943.58594;446
Wed Aug 27 14:32:32 2008; TP Ant 1;90228.09375;447
Wed Aug 27 14:32:33 2008; TP Ant 1;90596.42188;448
Wed Aug 27 14:32:34 2008; TP Ant 1;90638.75;449
Wed Aug 27 14:32:35 2008; TP Ant 1;90611.90625;450
Wed Aug 27 14:32:36 2008; TP Ant 1;90856.79688;451
Wed Aug 27 14:32:37 2008; TP Ant 1;90656.27344;452
Wed Aug 27 14:32:38 2008; TP Ant 1;90608.66406;453
Wed Aug 27 14:32:39 2008; TP Ant 1;90610.84375;454
Wed Aug 27 14:32:40 2008; TP Ant 1;89834.79688;455
Wed Aug 27 14:32:41 2008; TP Ant 1;90715.22656;456
Wed Aug 27 14:32:42 2008; TP Ant 1;90508.71875;457
Wed Aug 27 14:32:43 2008; TP Ant 1;90656.64844;458
Wed Aug 27 14:32:44 2008; TP Ant 1;90631.71094;459
Wed Aug 27 14:32:45 2008; TP Ant 1;90695.51563;460
Wed Aug 27 14:32:46 2008; TP Ant 1;90834.53125;461
Wed Aug 27 14:32:47 2008; TP Ant 1;90391.99219;462
Wed Aug 27 14:32:48 2008; TP Ant 1;91004.00781;463
Wed Aug 27 14:32:49 2008; TP Ant 1;90599.0625;464
Wed Aug 27 14:32:50 2008; TP Ant 1;90413.50781;465
Wed Aug 27 14:32:51 2008; TP Ant 1;90919.04688;466
Wed Aug 27 14:32:52 2008; TP Ant 1;90846.96875;467
Wed Aug 27 14:32:53 2008; TP Ant 1;91243.28906;468
Wed Aug 27 14:32:54 2008; TP Ant 1;90988.73438;469
Wed Aug 27 14:32:55 2008; TP Ant 1;91114.83594;470
Wed Aug 27 14:32:56 2008; TP Ant 1;90964.78125;471
Wed Aug 27 14:32:57 2008; TP Ant 1;90548.04688;472
Wed Aug 27 14:32:58 2008; TP Ant 1;90944.1875;473
Wed Aug 27 14:32:59 2008; TP Ant 1;91155.01563;474
Wed Aug 27 14:33:00 2008; TP Ant 1;90986.375;475
Wed Aug 27 14:33:01 2008; TP Ant 1;90455.53906;476
Wed Aug 27 14:33:02 2008; TP Ant 1;90785.6875;477
Wed Aug 27 14:33:03 2008; TP Ant 1;90535.03125;478
Wed Aug 27 14:33:04 2008; TP Ant 1;91512.6875;479
Wed Aug 27 14:33:05 2008; TP Ant 1;89944.125;480
Wed Aug 27 14:33:06 2008; TP Ant 1;90772.57813;481
Wed Aug 27 14:33:07 2008; TP Ant 1;90332.75;482
Wed Aug 27 14:33:08 2008; TP Ant 1;90894.07031;483
Wed Aug 27 14:33:09 2008; TP Ant 1;90281.6875;484
Wed Aug 27 14:33:10 2008; TP Ant 1;90832.67969;485
Wed Aug 27 14:33:11 2008; TP Ant 1;90866.57813;486
Wed Aug 27 14:33:12 2008; TP Ant 1;90791.40625;487
Wed Aug 27 14:33:13 2008; TP Ant 1;90160.79688;488
Wed Aug 27 14:33:14 2008; TP Ant 1;89960.02344;489
Wed Aug 27 14:33:15 2008; TP Ant 1;90205.60938;490
Wed Aug 27 14:33:16 2008; TP Ant 1;90493.6875;491
Wed Aug 27 14:33:17 2008; TP Ant 1;90218.60156;492
Wed Aug 27 14:33:18 2008; TP Ant 1;90062.875;493
Wed Aug 27 14:33:19 2008; TP Ant 1;90033.57813;494
Wed Aug 27 14:33:20 2008; TP Ant 1;90457.3125;495
Wed Aug 27 14:33:21 2008; TP Ant 1;90061.35938;496
Wed Aug 27 14:33:22 2008; TP Ant 1;90341.46875;497
Wed Aug 27 14:33:23 2008; TP Ant 1;90768.63281;498
Wed Aug 27 14:33:24 2008; TP Ant 1;89597.90625;499
Wed Aug 27 14:33:25 2008; TP Ant 1;90079.32813;500
Wed Aug 27 14:33:26 2008; TP Ant 1;90232.78125;501
Wed Aug 27 14:33:27 2008; TP Ant 1;90029.08594;502
Wed Aug 27 14:33:28 2008; TP Ant 1;89961.92188;503
Wed Aug 27 14:33:29 2008; TP Ant 1;90353.625;504
Wed Aug 27 14:33:30 2008; TP Ant 1;90590.29688;505
Wed Aug 27 14:33:31 2008; TP Ant 1;90584.5625;506
Wed Aug 27 14:33:32 2008; TP Ant 1;90753.96875;507
Wed Aug 27 14:33:33 2008; TP Ant 1;90067.05469;508
Wed Aug 27 14:33:34 2008; TP Ant 1;91023.48438;509
Wed Aug 27 14:33:35 2008; TP Ant 1;90287.74219;510
Wed Aug 27 14:33:36 2008; TP Ant 1;90810.46875;511
Wed Aug 27 14:33:37 2008; TP Ant 1;90893.27344;512
Wed Aug 27 14:33:38 2008; TP Ant 1;90526.70313;513
Wed Aug 27 14:33:39 2008; TP Ant 1;91220.25;514
Wed Aug 27 14:33:40 2008; TP Ant 1;90795.67188;515
Wed Aug 27 14:33:41 2008; TP Ant 1;90362.1875;516
Wed Aug 27 14:33:42 2008; TP Ant 1;90843.71875;517
Wed Aug 27 14:33:43 2008; TP Ant 1;90835.71875;518
Wed Aug 27 14:33:44 2008; TP Ant 1;90663.53125;519
Wed Aug 27 14:33:45 2008; TP Ant 1;90815.125;520
Wed Aug 27 14:33:46 2008; TP Ant 1;90573.13281;521
Wed Aug 27 14:33:47 2008; TP Ant 1;90569.61719;522
Wed Aug 27 14:33:48 2008; TP Ant 1;90265.10938;523
Wed Aug 27 14:33:49 2008; TP Ant 1;90351.21875;524
Wed Aug 27 14:33:50 2008; TP Ant 1;90568.64844;525
Wed Aug 27 14:33:51 2008; TP Ant 1;90705.8125;526
Wed Aug 27 14:33:52 2008; TP Ant 1;89997.4375;527
Wed Aug 27 14:33:53 2008; TP Ant 1;91347.21094;528
Wed Aug 27 14:33:54 2008; TP Ant 1;90568.01563;529
Wed Aug 27 14:33:55 2008; TP Ant 1;90740.92969;530
Wed Aug 27 14:33:56 2008; TP Ant 1;90975.01563;531
Wed Aug 27 14:33:57 2008; TP Ant 1;90973.09375;532
Wed Aug 27 14:33:58 2008; TP Ant 1;91061.17188;533
Wed Aug 27 14:33:59 2008; TP Ant 1;90318.20313;534
Wed Aug 27 14:34:00 2008; TP Ant 1;91014.28906;535
Wed Aug 27 14:34:01 2008; TP Ant 1;91243.625;536
Wed Aug 27 14:34:02 2008; TP Ant 1;91412.39063;537
Wed Aug 27 14:34:03 2008; TP Ant 1;91132.03125;538
Wed Aug 27 14:34:04 2008; TP Ant 1;91498.625;539
Wed Aug 27 14:34:05 2008; TP Ant 1;90787.74219;540
Wed Aug 27 14:34:06 2008; TP Ant 1;90798.01563;541
Wed Aug 27 14:34:07 2008; TP Ant 1;91132.65625;542
Wed Aug 27 14:34:08 2008; TP Ant 1;91424.14844;543
Wed Aug 27 14:34:09 2008; TP Ant 1;91450.19531;544
Wed Aug 27 14:34:10 2008; TP Ant 1;91003.07813;545
Wed Aug 27 14:34:11 2008; TP Ant 1;90936.97656;546
Wed Aug 27 14:34:12 2008; TP Ant 1;90408.33594;547
Wed Aug 27 14:34:13 2008; TP Ant 1;91548.07813;548
Wed Aug 27 14:34:14 2008; TP Ant 1;91149.36719;549
Wed Aug 27 14:34:15 2008; TP Ant 1;91758;550
Wed Aug 27 14:34:16 2008; TP Ant 1;90739.21875;551
Wed Aug 27 14:34:17 2008; TP Ant 1;91547.67188;552
Wed Aug 27 14:34:18 2008; TP Ant 1;91373.125;553
Wed Aug 27 14:34:19 2008; TP Ant 1;91601.82813;554
Wed Aug 27 14:34:20 2008; TP Ant 1;91208.6875;555
Wed Aug 27 14:34:21 2008; TP Ant 1;91045.82031;556
Wed Aug 27 14:34:22 2008; TP Ant 1;91410.96875;557
Wed Aug 27 14:34:23 2008; TP Ant 1;91476.23438;558
Wed Aug 27 14:34:24 2008; TP Ant 1;91291.32813;559
Wed Aug 27 14:34:25 2008; TP Ant 1;90668.70313;560
Wed Aug 27 14:34:26 2008; TP Ant 1;91200.73438;561
Wed Aug 27 14:34:27 2008; TP Ant 1;91465.47656;562
Wed Aug 27 14:34:28 2008; TP Ant 1;91384.61719;563
Wed Aug 27 14:34:29 2008; TP Ant 1;90993.98438;564
Wed Aug 27 14:34:30 2008; TP Ant 1;91139.01563;565
Wed Aug 27 14:34:31 2008; TP Ant 1;90785.73438;566
Wed Aug 27 14:34:32 2008; TP Ant 1;91472.125;567
Wed Aug 27 14:34:33 2008; TP Ant 1;90833.82813;568
Wed Aug 27 14:34:34 2008; TP Ant 1;91451.42188;569
Wed Aug 27 14:34:35 2008; TP Ant 1;91544.03125;570
Wed Aug 27 14:34:36 2008; TP Ant 1;91606.46875;571
Wed Aug 27 14:34:37 2008; TP Ant 1;91016.05469;572
Wed Aug 27 14:34:38 2008; TP Ant 1;91628.34375;573
Wed Aug 27 14:34:39 2008; TP Ant 1;91186.11719;574
Wed Aug 27 14:34:40 2008; TP Ant 1;91094.25;575
Wed Aug 27 14:34:41 2008; TP Ant 1;91086.29688;576
Wed Aug 27 14:34:42 2008; TP Ant 1;91117.28125;577
Wed Aug 27 14:34:43 2008; TP Ant 1;91513.5625;578
Wed Aug 27 14:34:44 2008; TP Ant 1;90972.29688;579
Wed Aug 27 14:34:45 2008; TP Ant 1;91754.57813;580
Wed Aug 27 14:34:46 2008; TP Ant 1;91764.23438;581
Wed Aug 27 14:34:47 2008; TP Ant 1;91177.58594;582
Wed Aug 27 14:34:48 2008; TP Ant 1;91516.92969;583
Wed Aug 27 14:34:49 2008; TP Ant 1;91912.8125;584
Wed Aug 27 14:34:50 2008; TP Ant 1;91713.30469;585
Wed Aug 27 14:34:51 2008; TP Ant 1;91243.33594;586
Wed Aug 27 14:34:52 2008; TP Ant 1;91164.17969;587
Wed Aug 27 14:34:53 2008; TP Ant 1;91938.78125;588
Wed Aug 27 14:34:54 2008; TP Ant 1;91898.98438;589
Wed Aug 27 14:34:55 2008; TP Ant 1;90667.40625;590
Wed Aug 27 14:34:56 2008; TP Ant 1;90769.0625;591
Wed Aug 27 14:34:57 2008; TP Ant 1;91722.01563;592
Wed Aug 27 14:34:58 2008; TP Ant 1;91295.14063;593
Wed Aug 27 14:34:59 2008; TP Ant 1;91175.60938;594
Wed Aug 27 14:35:00 2008; TP Ant 1;91656.375;595
Wed Aug 27 14:35:01 2008; TP Ant 1;91254.14063;596
Wed Aug 27 14:35:02 2008; TP Ant 1;91229.35938;597
Wed Aug 27 14:35:03 2008; TP Ant 1;91665.34375;598
Wed Aug 27 14:35:04 2008; TP Ant 1;90877.54688;599
Wed Aug 27 14:35:05 2008; TP Ant 1;90549.92969;600
Wed Aug 27 14:35:06 2008; TP Ant 1;91598.76563;601
Wed Aug 27 14:35:07 2008; TP Ant 1;91392.47656;602
Wed Aug 27 14:35:08 2008; TP Ant 1;91060.46875;603
Wed Aug 27 14:35:09 2008; TP Ant 1;90708.75781;604
Wed Aug 27 14:35:10 2008; TP Ant 1;91931.67188;605
Wed Aug 27 14:35:11 2008; TP Ant 1;90915.88281;606
Wed Aug 27 14:35:12 2008; TP Ant 1;91184.90625;607
Wed Aug 27 14:35:13 2008; TP Ant 1;90702.53906;608
Wed Aug 27 14:35:14 2008; TP Ant 1;90715.35938;609
Wed Aug 27 14:35:15 2008; TP Ant 1;91331.10938;610
Wed Aug 27 14:35:16 2008; TP Ant 1;90799.21875;611
Wed Aug 27 14:35:17 2008; TP Ant 1;91016.09375;612
Wed Aug 27 14:35:18 2008; TP Ant 1;90564.25781;613
Wed Aug 27 14:35:19 2008; TP Ant 1;90733.54688;614
Wed Aug 27 14:35:20 2008; TP Ant 1;91006.95313;615
Wed Aug 27 14:35:21 2008; TP Ant 1;91263.64063;616
Wed Aug 27 14:35:22 2008; TP Ant 1;91342.47656;617
Wed Aug 27 14:35:23 2008; TP Ant 1;91742.28125;618
Wed Aug 27 14:35:24 2008; TP Ant 1;91259.73438;619
Wed Aug 27 14:35:25 2008; TP Ant 1;91677.96094;620
Wed Aug 27 14:35:26 2008; TP Ant 1;91884.33594;621
Wed Aug 27 14:35:27 2008; TP Ant 1;90836;622
Wed Aug 27 14:35:28 2008; TP Ant 1;90914.625;623
Wed Aug 27 14:35:29 2008; TP Ant 1;91124.03125;624
Wed Aug 27 14:35:30 2008; TP Ant 1;91518.16406;625
Wed Aug 27 14:35:31 2008; TP Ant 1;91279.95313;626
Wed Aug 27 14:35:32 2008; TP Ant 1;91406;627
Wed Aug 27 14:35:33 2008; TP Ant 1;91265.17969;628
Wed Aug 27 14:35:34 2008; TP Ant 1;91272.13281;629
Wed Aug 27 14:35:35 2008; TP Ant 1;90603.54688;630
Wed Aug 27 14:35:36 2008; TP Ant 1;90974.75;631
Wed Aug 27 14:35:37 2008; TP Ant 1;90831.88281;632
Wed Aug 27 14:35:38 2008; TP Ant 1;91081.65625;633
Wed Aug 27 14:35:39 2008; TP Ant 1;91139.42188;634
Wed Aug 27 14:35:40 2008; TP Ant 1;90756.28906;635
Wed Aug 27 14:35:41 2008; TP Ant 1;91523.42969;636
Wed Aug 27 14:35:42 2008; TP Ant 1;91246.6875;637
Wed Aug 27 14:35:43 2008; TP Ant 1;91011.96875;638
Wed Aug 27 14:35:44 2008; TP Ant 1;90884.6875;639
Wed Aug 27 14:35:45 2008; TP Ant 1;91452.54688;640
Wed Aug 27 14:35:46 2008; TP Ant 1;90590.36719;641
Wed Aug 27 14:35:47 2008; TP Ant 1;91012.6875;642
Wed Aug 27 14:35:48 2008; TP Ant 1;91399.92188;643
Wed Aug 27 14:35:49 2008; TP Ant 1;91416.16406;644
Wed Aug 27 14:35:50 2008; TP Ant 1;90790.00781;645
Wed Aug 27 14:35:51 2008; TP Ant 1;91431.60938;646
Wed Aug 27 14:35:52 2008; TP Ant 1;91250.53125;647
Wed Aug 27 14:35:53 2008; TP Ant 1;90855.58594;648
Wed Aug 27 14:35:54 2008; TP Ant 1;91400.03125;649
Wed Aug 27 14:35:55 2008; TP Ant 1;91217.14063;650
Wed Aug 27 14:35:56 2008; TP Ant 1;91012.71875;651
Wed Aug 27 14:35:57 2008; TP Ant 1;91272.25781;652
Wed Aug 27 14:35:58 2008; TP Ant 1;91033.95313;653
Wed Aug 27 14:35:59 2008; TP Ant 1;91025.74219;654
Wed Aug 27 14:36:00 2008; TP Ant 1;90339.39063;655
Wed Aug 27 14:36:01 2008; TP Ant 1;91823.46875;656
Wed Aug 27 14:36:02 2008; TP Ant 1;91448.71875;657
Wed Aug 27 14:36:03 2008; TP Ant 1;91389.57813;658
Wed Aug 27 14:36:04 2008; TP Ant 1;91193.15625;659
Wed Aug 27 14:36:05 2008; TP Ant 1;90748.23438;660
Wed Aug 27 14:36:06 2008; TP Ant 1;91096.34375;661
Wed Aug 27 14:36:07 2008; TP Ant 1;91143.8125;662
Wed Aug 27 14:36:08 2008; TP Ant 1;90506.15625;663
Wed Aug 27 14:36:09 2008; TP Ant 1;91393.92188;664
Wed Aug 27 14:36:10 2008; TP Ant 1;90932.73438;665
Wed Aug 27 14:36:11 2008; TP Ant 1;90689.30469;666
Wed Aug 27 14:36:12 2008; TP Ant 1;91302.15625;667
Wed Aug 27 14:36:13 2008; TP Ant 1;91355.94531;668
Wed Aug 27 14:36:14 2008; TP Ant 1;91372.26563;669
Wed Aug 27 14:36:15 2008; TP Ant 1;90726.90625;670
Wed Aug 27 14:36:16 2008; TP Ant 1;91025.66406;671
Wed Aug 27 14:36:17 2008; TP Ant 1;91451.82813;672
Wed Aug 27 14:36:18 2008; TP Ant 1;91072.89844;673
Wed Aug 27 14:36:19 2008; TP Ant 1;91288.46875;674
Wed Aug 27 14:36:20 2008; TP Ant 1;90995.19531;675
Wed Aug 27 14:36:21 2008; TP Ant 1;91480.14063;676
Wed Aug 27 14:36:22 2008; TP Ant 1;91481.57813;677
Wed Aug 27 14:36:23 2008; TP Ant 1;91156.24219;678
Wed Aug 27 14:36:24 2008; TP Ant 1;90822.4375;679
Wed Aug 27 14:36:25 2008; TP Ant 1;91143.3125;680
Wed Aug 27 14:36:26 2008; TP Ant 1;90745.875;681
Wed Aug 27 14:36:27 2008; TP Ant 1;90721.32813;682
Wed Aug 27 14:36:28 2008; TP Ant 1;90594.25;683
Wed Aug 27 14:36:29 2008; TP Ant 1;90504.65625;684
Wed Aug 27 14:36:30 2008; TP Ant 1;90487.03125;685
Wed Aug 27 14:36:31 2008; TP Ant 1;91181.04688;686
Wed Aug 27 14:36:32 2008; TP Ant 1;90668.09375;687
Wed Aug 27 14:36:33 2008; TP Ant 1;90883.23438;688
Wed Aug 27 14:36:34 2008; TP Ant 1;91125.55469;689
Wed Aug 27 14:36:35 2008; TP Ant 1;90769.59375;690
Wed Aug 27 14:36:36 2008; TP Ant 1;91365.46875;691
Wed Aug 27 14:36:37 2008; TP Ant 1;90683.76563;692
Wed Aug 27 14:36:38 2008; TP Ant 1;90840.375;693
Wed Aug 27 14:36:39 2008; TP Ant 1;90903.51563;694
Wed Aug 27 14:36:40 2008; TP Ant 1;90732.875;695
Wed Aug 27 14:36:41 2008; TP Ant 1;90606.03125;696
Wed Aug 27 14:36:42 2008; TP Ant 1;90760.5;697
Wed Aug 27 14:36:43 2008; TP Ant 1;90752.32813;698
Wed Aug 27 14:36:44 2008; TP Ant 1;91040.29688;699
Wed Aug 27 14:36:45 2008; TP Ant 1;90462.29688;700
Wed Aug 27 14:36:46 2008; TP Ant 1;90756.89063;701
Wed Aug 27 14:36:47 2008; TP Ant 1;91211.14063;702
Wed Aug 27 14:36:48 2008; TP Ant 1;91079.98438;703
Wed Aug 27 14:36:49 2008; TP Ant 1;90442.32813;704
Wed Aug 27 14:36:50 2008; TP Ant 1;91290.94531;705
Wed Aug 27 14:36:51 2008; TP Ant 1;91009.10156;706
Wed Aug 27 14:36:52 2008; TP Ant 1;90998.51563;707
Wed Aug 27 14:36:53 2008; TP Ant 1;91189.59375;708
Wed Aug 27 14:36:54 2008; TP Ant 1;90509.53125;709
Wed Aug 27 14:36:55 2008; TP Ant 1;90854.5;710
Wed Aug 27 14:36:56 2008; TP Ant 1;90180.92969;711
Wed Aug 27 14:36:57 2008; TP Ant 1;90323.20313;712
Wed Aug 27 14:36:58 2008; TP Ant 1;90426.21875;713
Wed Aug 27 14:36:59 2008; TP Ant 1;90813.53125;714
Wed Aug 27 14:37:00 2008; TP Ant 1;90928.72656;715
Wed Aug 27 14:37:01 2008; TP Ant 1;91315.78125;716
Wed Aug 27 14:37:02 2008; TP Ant 1;91439.29688;717
Wed Aug 27 14:37:03 2008; TP Ant 1;91007.46875;718
Wed Aug 27 14:37:04 2008; TP Ant 1;91509.25;719
Wed Aug 27 14:37:05 2008; TP Ant 1;91232.8125;720
Wed Aug 27 14:37:06 2008; TP Ant 1;90975.90625;721
Wed Aug 27 14:37:07 2008; TP Ant 1;91132.71875;722
Wed Aug 27 14:37:08 2008; TP Ant 1;91217.53906;723
Wed Aug 27 14:37:09 2008; TP Ant 1;90845.6875;724
Wed Aug 27 14:37:10 2008; TP Ant 1;91060.10938;725
Wed Aug 27 14:37:11 2008; TP Ant 1;90864.10938;726
Wed Aug 27 14:37:12 2008; TP Ant 1;91150.32813;727
Wed Aug 27 14:37:13 2008; TP Ant 1;90631.40625;728
Wed Aug 27 14:37:14 2008; TP Ant 1;91514.02344;729
Wed Aug 27 14:37:15 2008; TP Ant 1;91029.36719;730
Wed Aug 27 14:37:16 2008; TP Ant 1;91130.79688;731
Wed Aug 27 14:37:17 2008; TP Ant 1;90774.125;732
Wed Aug 27 14:37:18 2008; TP Ant 1;90915.39063;733
Wed Aug 27 14:37:19 2008; TP Ant 1;91432.25781;734
Wed Aug 27 14:37:20 2008; TP Ant 1;90974.53125;735
Wed Aug 27 14:37:21 2008; TP Ant 1;90926.00781;736
Wed Aug 27 14:37:22 2008; TP Ant 1;91017.4375;737
Wed Aug 27 14:37:23 2008; TP Ant 1;90887.00781;738
Wed Aug 27 14:37:24 2008; TP Ant 1;90433.10156;739
Wed Aug 27 14:37:25 2008; TP Ant 1;91653.40625;740
Wed Aug 27 14:37:26 2008; TP Ant 1;90913.11719;741
Wed Aug 27 14:37:27 2008; TP Ant 1;90660.32813;742
Wed Aug 27 14:37:28 2008; TP Ant 1;91183.78125;743
Wed Aug 27 14:37:29 2008; TP Ant 1;90591.00781;744
Wed Aug 27 14:37:30 2008; TP Ant 1;90885.78125;745
Wed Aug 27 14:37:31 2008; TP Ant 1;91349.76563;746
Wed Aug 27 14:37:32 2008; TP Ant 1;90933.4375;747
Wed Aug 27 14:37:33 2008; TP Ant 1;91524.45313;748
Wed Aug 27 14:37:34 2008; TP Ant 1;90128.26563;749
Wed Aug 27 14:37:35 2008; TP Ant 1;91156.17188;750
Wed Aug 27 14:37:36 2008; TP Ant 1;91177.91406;751
Wed Aug 27 14:37:37 2008; TP Ant 1;90824.64063;752
Wed Aug 27 14:37:38 2008; TP Ant 1;90821.34375;753
Wed Aug 27 14:37:39 2008; TP Ant 1;91103.92188;754
Wed Aug 27 14:37:40 2008; TP Ant 1;90590.23438;755
Wed Aug 27 14:37:41 2008; TP Ant 1;90834.82813;756
Wed Aug 27 14:37:42 2008; TP Ant 1;91072.1875;757
Wed Aug 27 14:37:43 2008; TP Ant 1;91217.96094;758
Wed Aug 27 14:37:44 2008; TP Ant 1;91391.98438;759
Wed Aug 27 14:37:45 2008; TP Ant 1;91345.57813;760
Wed Aug 27 14:37:46 2008; TP Ant 1;91381.53125;761
Wed Aug 27 14:37:47 2008; TP Ant 1;91528.67188;762
Wed Aug 27 14:37:48 2008; TP Ant 1;91685.28906;763
Wed Aug 27 14:37:49 2008; TP Ant 1;93743.53125;764
Wed Aug 27 14:37:50 2008; TP Ant 1;91508.23438;765
Wed Aug 27 14:37:51 2008; TP Ant 1;91112.13281;766
Wed Aug 27 14:37:52 2008; TP Ant 1;91559.21875;767
Wed Aug 27 14:37:53 2008; TP Ant 1;91540.24219;768
Wed Aug 27 14:37:54 2008; TP Ant 1;91196.58594;769
Wed Aug 27 14:37:55 2008; TP Ant 1;91642.60938;770
Wed Aug 27 14:37:56 2008; TP Ant 1;90781.59375;771
Wed Aug 27 14:37:57 2008; TP Ant 1;91274.125;772
Wed Aug 27 14:37:58 2008; TP Ant 1;92050.5625;773
Wed Aug 27 14:37:59 2008; TP Ant 1;90741.65625;774
Wed Aug 27 14:38:00 2008; TP Ant 1;91646.01563;775
Wed Aug 27 14:38:01 2008; TP Ant 1;91767.70313;776
Wed Aug 27 14:38:02 2008; TP Ant 1;91406.6875;777
Wed Aug 27 14:38:03 2008; TP Ant 1;91347.86719;778
Wed Aug 27 14:38:04 2008; TP Ant 1;91215.69531;779
Wed Aug 27 14:38:05 2008; TP Ant 1;91619.09375;780
Wed Aug 27 14:38:06 2008; TP Ant 1;91354.625;781
Wed Aug 27 14:38:07 2008; TP Ant 1;91297.125;782
Wed Aug 27 14:38:08 2008; TP Ant 1;91489.375;783
Wed Aug 27 14:38:09 2008; TP Ant 1;90994.67188;784
Wed Aug 27 14:38:10 2008; TP Ant 1;91247.98438;785
Wed Aug 27 14:38:11 2008; TP Ant 1;91394.98438;786
Wed Aug 27 14:38:12 2008; TP Ant 1;91036.75;787
Wed Aug 27 14:38:13 2008; TP Ant 1;91193.41406;788
Wed Aug 27 14:38:14 2008; TP Ant 1;90969.95313;789
Wed Aug 27 14:38:15 2008; TP Ant 1;90796.84375;790
Wed Aug 27 14:38:16 2008; TP Ant 1;90941.67188;791
Wed Aug 27 14:38:17 2008; TP Ant 1;90811.35938;792
Wed Aug 27 14:38:18 2008; TP Ant 1;90998.96094;793
Wed Aug 27 14:38:19 2008; TP Ant 1;91083.21094;794
Wed Aug 27 14:38:20 2008; TP Ant 1;90636.32031;795
Wed Aug 27 14:38:21 2008; TP Ant 1;90988.04688;796
Wed Aug 27 14:38:22 2008; TP Ant 1;91448.9375;797
Wed Aug 27 14:38:23 2008; TP Ant 1;91171.04688;798
Wed Aug 27 14:38:24 2008; TP Ant 1;91097.3125;799
Wed Aug 27 14:38:25 2008; TP Ant 1;91418.55469;800
Wed Aug 27 14:38:26 2008; TP Ant 1;91716.89844;801
Wed Aug 27 14:38:27 2008; TP Ant 1;91053.6875;802
Wed Aug 27 14:38:28 2008; TP Ant 1;91805.41406;803
Wed Aug 27 14:38:29 2008; TP Ant 1;91183.89844;804
Wed Aug 27 14:38:30 2008; TP Ant 1;91118.0625;805
Wed Aug 27 14:38:31 2008; TP Ant 1;91371.23438;806
Wed Aug 27 14:38:32 2008; TP Ant 1;91345.19531;807
Wed Aug 27 14:38:33 2008; TP Ant 1;91830.24219;808
Wed Aug 27 14:38:34 2008; TP Ant 1;92121.57031;809
Wed Aug 27 14:38:35 2008; TP Ant 1;91136.22656;810
Wed Aug 27 14:38:36 2008; TP Ant 1;90544.6875;811
Wed Aug 27 14:38:37 2008; TP Ant 1;91074.57813;812
Wed Aug 27 14:38:38 2008; TP Ant 1;90886.14844;813
Wed Aug 27 14:38:39 2008; TP Ant 1;90952.57813;814
Wed Aug 27 14:38:40 2008; TP Ant 1;90463.65625;815
Wed Aug 27 14:38:41 2008; TP Ant 1;90916.14844;816
Wed Aug 27 14:38:42 2008; TP Ant 1;90752.71875;817
